;;;;;;;;males;;;;females;;;males;females;offspring;;;;
;;;;;;;;white eyes;;;;red eyes;;;red eyes;white eyes;;;;;
vialNr;fliesScoredBy;vialsScoredBy;population;line;mother;cross;genotype;males_whiteeyes_RG;males_whiteeyes_G;males_whiteeyes_R;males_whiteeyes_N;females_redeyes_R;females_redeyes_NR;females_redeyes_unclear;males_redeyes_unclear;females_whiteeyes_NR;offspring_unclear;unhatched;dead;mediumLooks;notes
1208;;Jimmie;UM;6;2;3;GD;;;;;;;;;;;1;4;fresh;
1209;;Jimmie;AK;5;2;2;GD;;;;;;;;;;;2;0;fresh;
1210;;Jimmie;RE;1;3;3;CO;;;;;;;;;;;5;0;fresh;
1211;Jimmie;Jimmie;MU;5;5;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1212;;Jimmie;MU;1;4;2;GD;;;;;;;;;;;2;0;fresh;
1213;;Jimmie;MA;4;1;2;GD;;;;;;;;;;;3;0;fresh;
1214;;Jimmie;MA;6;1;3;GD;;;;;;;;;;;0;0;fresh;
1215;;Jimmie;KA;1;2;5;GD;;;;;;;;;;;1;0;fresh;
1216;;Jimmie;RE;4;1;3;GD;;;;;;;;;;;0;0;fresh;
1217;;Jimmie;UM;4;6;2;GD;;;;;;;;;;;0;0;fresh;
1218;;Jimmie;RE;1;1;5;CO;;;;;;;;;;;1;1;fresh;
1219;Jimmie;Jimmie;RE;2;4;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1220;Jimmie;Jimmie;AK;1;5;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1221;Jimmie;Jimmie;MA;5;6;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1222;;Jimmie;RE;4;1;1;GD;;;;;;;;;;;4;0;fresh;
1223;;Jimmie;AK;4;5;5;GD;;;;;;;;;;;1;0;fresh;
1224;;Jimmie;UM;3;5;3;GD;;;;;;;;;;;0;0;fresh;
1225;;Jimmie;MA;1;4;2;GD;;;;;;;;;;;1;0;fresh;
1226;;Jimmie;AK;2;1;5;CO;;;;;;;;;;;0;0;fresh;
1227;;Jimmie;MA;6;1;4;CO;;;;;;;;;;;1;0;fresh;
1228;;Jimmie;MA;6;1;5;CO;;;;;;;;;;;1;0;fresh;
1229;;Jimmie;KA;2;1;4;CO;;;;;;;;;;;0;0;fresh;
1230;;Jimmie;MU;6;1;2;GD;;;;;;;;;;;1;0;fresh;
1231;;Jimmie;MA;1;4;5;GD;;;;;;;;;;;1;0;fresh;
1232;;Jimmie;RE;3;4;4;GD;;;;;;;;;;;8;3;brown;
1233;;Jimmie;AK;2;2;3;CO;;;;;;;;;;;0;0;fresh;
1234;Jimmie;Jimmie;AK;5;1;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1235;;Jimmie;MA;7;1;5;GD;;;;;;;;;;;4;0;fresh;
1236;;Jimmie;RE;4;1;1;CO;;;;;;;;;;;1;0;fresh;
1237;;Jimmie;MU;5;3;2;GD;;;;;;;;;;;2;0;fresh;
1238;Jimmie;Jimmie;AK;3;6;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1239;;Jimmie;KA;7;1;2;GD;;;;;;;;;;;4;1;fresh;
1240;;Jimmie;MA;7;1;3;GD;;;;;;;;;;;2;0;fresh;
1241;;Jimmie;MA;6;5;4;GD;;;;;;;;;;;1;0;fresh;
1242;;Jimmie;RE;4;5;4;GD;;;;;;;;;;;0;0;fresh;
1243;;Jimmie;MA;1;1;1;CO;;;;;;;;;;;1;0;fresh;
1244;;Jimmie;AK;3;3;3;GD;;;;;;;;;;;5;0;fresh;
1245;;Jimmie;UM;5;2;3;GD;;;;;;;;;;;1;0;fresh;
1246;;Jimmie;MU;1;2;2;GD;;;;;;;;;;;1;0;fresh;
1247;;Jimmie;MA;5;1;4;GD;;;;;;;;;;;5;1;fresh;
1248;;Jimmie;KA;2;5;4;GD;;;;;;;;;;;2;1;fresh;
1249;;Jimmie;MA;1;1;5;CO;;;;;;;;;;;2;1;fresh;
1250;;Jimmie;UM;6;1;3;CO;;;;;;;;;;;0;1;fresh;
1251;;Jimmie;AK;1;4;1;GD;;;;;;;;;;;3;0;fresh;
1252;;Jimmie;UM;4;6;3;GD;;;;;;;;;;;4;0;fresh;
1253;;Jimmie;KA;3;1;2;CO;;;;;;;;;;;2;0;fresh;
1254;;Jimmie;MU;3;5;2;GD;;;;;;;;;;;2;1;fresh;
1255;;Jimmie;RE;1;1;1;CO;;;;;;;;;;;0;0;fresh;
1256;;Jimmie;MA;6;1;1;CO;;;;;;;;;;;2;0;fresh;
1257;;Jimmie;MU;6;1;1;GD;;;;;;;;;;;0;0;fresh;
1258;;Jimmie;UM;4;6;5;GD;;;;;;;;;;;0;0;fresh;
1259;;Jimmie;RE;6;1;4;CO;;;;;;;;;;;2;1;fresh;
1260;;Jimmie;UM;4;6;1;GD;;;;;;;;;;;4;1;fresh;
1261;;Jimmie;UM;5;1;1;CO;;;;;;;;;;;2;0;brown;
1262;;Jimmie;RE;2;4;1;GD;;;;;;;;;;;1;1;brown;
1263;;Jimmie;UM;5;1;1;GD;;;;;;;;;;;4;0;brown;1 black larvea
1264;;Jimmie;UM;5;3;5;GD;;;;;;;;;;;1;1;brown;
1265;;Jimmie;MU;1;4;3;GD;;;;;;;;;;;13;1;brown;
1266;;Jimmie;RE;4;1;2;CO;;;;;;;;;;;1;22;brown;
1267;;Jimmie;KA;7;3;4;CO;;;;;;;;;;;2;17;brown;
1268;;Jimmie;AK;1;3;3;CO;;;;;;;;;;;0;0;fresh;
1269;;Jimmie;KA;3;5;2;CO;;;;;;;;;;;0;0;fresh;
1270;;Jimmie;UM;6;4;4;CO;;;;;;;;;;;3;0;fresh;
1271;;Jimmie;MU;1;3;3;CO;;;;;;;;;;;2;0;fresh;
1272;;Jimmie;AK;5;2;2;CO;;;;;;;;;;;1;0;fresh;
1273;;Jimmie;MU;6;4;2;GD;;;;;;;;;;;2;0;fresh;
1274;;Jimmie;AK;2;4;2;GD;;;;;;;;;;;2;0;fresh;
1275;;Jimmie;MU;3;5;4;CO;;;;;;;;;;;0;0;fresh;
1276;;Jimmie;KA;7;6;5;GD;;;;;;;;;;;1;0;fresh;
1277;;Jimmie;MA;1;5;4;GD;;;;;;;;;;;9;0;fresh;
1278;;Jimmie;RE;6;5;4;CO;;;;;;;;;;;4;0;fresh;
1279;;Jimmie;UM;4;4;1;GD;;;;;;;;;;;1;0;fresh;
1280;Jimmie;Jimmie;KA;2;5;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1281;Jimmie;Jimmie;UM;3;1;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1282;Jimmie;Jimmie;UM;3;1;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1283;Jimmie;Jimmie;AK;1;3;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1284;;Jimmie;MU;4;5;1;CO;;;;;;;;;;;0;0;fresh;
1285;;Jimmie;UM;4;4;3;CO;;;;;;;;;;;0;0;fresh;
1286;;Jimmie;MU;4;5;2;CO;;;;;;;;;;;0;0;fresh;
1287;;Jimmie;RE;3;5;2;CO;;;;;;;;;;;2;0;fresh;
1288;;Jimmie;RE;4;4;1;CO;;;;;;;;;;;0;0;fresh;
1289;;Jimmie;MA;1;6;2;CO;;;;;;;;;;;1;0;fresh ;5 black larvea
1290;;Jimmie;MU;1;3;2;CO;;;;;;;;;;;0;1;fresh;
1291;Jimmie;Jimmie;MA;5;6;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1292;Jimmie;Jimmie;AK;4;5;2;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1293;;Jimmie;AK;1;2;1;GD;;;;;;;;;;;2;2;brown;10 black larvea
1294;;Jimmie;MA;1;5;1;GD;;;;;;;;;;;3;0;fresh ;
1295;;Jimmie;KA;3;1;1;GD;;;;;;;;;;;1;0;fresh;
1296;;Jimmie;AK;5;6;4;CO;;;;;;;;;;;2;0;fresh;
1297;;Jimmie;UM;6;6;2;CO;;;;;;;;;;;1;0;fresh;
1298;;Jimmie;MA;5;3;2;GD;;;;;;;;;;;13;0;fresh;
1299;;Jimmie;AK;1;2;3;GD;;;;;;;;;;;0;0;fresh;
1300;;Jimmie;AK;4;3;4;CO;;;;;;;;;;;1;0;fresh;
1301;;Jimmie;KA;3;5;3;CO;;;;;;;;;;;0;0;fresh;
1302;;Jimmie;MA;1;5;1;CO;;;;;;;;;;;1;0;fresh;1 black larvea
1303;;Jimmie;UM;6;1;2;GD;;;;;;;;;;;1;1;fresh;
1304;;Jimmie;RE;4;4;3;CO;;;;;;;;;;;4;0;fresh;
1305;;Jimmie;UM;1;6;2;CO;;;;;;;;;;;7;0;fresh;5 black larvea
1306;Jimmie;Jimmie;AK;5;1;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1307;Jimmie;Jimmie;MA;5;5;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1308;;Jimmie;MU;6;4;2;CO;;;;;;;;;;;0;0;fresh;
1309;Jimmie;Jimmie;AK;3;3;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1310;;Jimmie;RE;4;1;5;GD;;;;;;;;;;;0;0;fresh;
1311;;Jimmie;RE;4;2;3;GD;;;;;;;;;;;5;0;fresh;
1312;;Jimmie;RE;1;1;3;CO;;;;;;;;;;;0;0;fresh;
1313;;Jimmie;UM;5;2;2;GD;;;;;;;;;;;1;0;fresh;
1314;;Jimmie;MU;5;5;4;GD;;;;;;;;;;;2;0;fresh;
1315;;Jimmie;UM;5;3;2;GD;;;;;;;;;;;0;1;fresh;
1316;Jimmie;Jimmie;AK;2;2;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1317;;Jimmie;KA;7;4;4;CO;;;;;;;;;;;0;0;fresh;
1318;;Jimmie;MA;6;5;1;GD;;;;;;;;;;;2;0;fresh;
1319;;Jimmie;KA;1;2;3;GD;;;;;;;;;;;0;1;fresh;
1320;;Jimmie;MA;6;1;1;GD;;;;;;;;;;;0;1;fresh;
1321;;Jimmie;MA;6;3;3;CO;;;;;;;;;;;0;5;brown;
1322;;Jimmie;RE;3;1;5;GD;;;;;;;;;;;2;0;fresh;
1323;;Jimmie;MU;5;3;4;GD;;;;;;;;;;;3;1;brown;
1324;;Jimmie;AK;3;1;1;GD;;;;;;;;;;;0;0;fresh;
1325;;Jimmie;KA;3;4;5;CO;;;;;;;;;;;1;0;fresh;
1326;;Jimmie;MU;5;4;1;GD;;;;;;;;;;;1;1;fresh;
1327;;Jimmie;MA;1;1;4;CO;;;;;;;;;;;1;1;fresh;
1328;;Jimmie;AK;4;5;1;CO;;;;;;;;;;;4;0;fresh;10 black larvea
1329;;Jimmie;KA;4;6;5;GD;;;;;;;;;;;2;0;fresh;
1330;;Jimmie;MA;1;6;5;CO;;;;;;;;;;;1;1;fresh;
1331;;Jimmie;MU;5;5;4;CO;;;;;;;;;;;0;0;fresh;
1332;;Jimmie;KA;1;3;3;GD;;;;;;;;;;;6;0;fresh;
1333;;Jimmie;MA;5;5;1;CO;;;;;;;;;;;0;0;fresh;
1334;;Jimmie;AK;4;4;4;GD;;;;;;;;;;;2;0;fresh;
1335;;Jimmie;MU;1;6;4;GD;;;;;;;;;;;0;0;fresh;
1336;;Jimmie;AK;3;5;4;CO;;;;;;;;;;;0;0;fresh;
1337;;Jimmie;KA;2;1;1;GD;;;;;;;;;;;1;0;fresh;
1338;;Jimmie;MA;7;6;2;CO;;;;;;;;;;;6;0;fresh;
1339;;Jimmie;MU;3;4;5;CO;;;;;;;;;;;6;0;fresh;
1340;;Jimmie;AK;1;6;1;CO;;;;;;;;;;;1;0;fresh;
1341;;Jimmie;MU;6;4;3;GD;;;;;;;;;;;6;0;fresh;
1342;Jimmie;Jimmie;MU;4;6;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1343;Jimmie;Jimmie;AK;2;6;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1344;Jimmie;Jimmie;AK;1;6;5;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1345;Jimmie;Jimmie;KA;4;6;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1346;Jimmie;Jimmie;RE;1;6;2;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1347;;Jimmie;AK;1;6;1;GD;;;;;;;;;;;0;0;fresh;
1348;;Jimmie;UM;6;4;2;CO;;;;;;;;;;;0;0;fresh;
1349;;Jimmie;MA;1;4;5;CO;;;;;;;;;;;1;0;fresh;
1350;;Jimmie;UM;1;1;4;GD;;;;;;;;;;;1;1;fresh;
1351;;Jimmie;MA;6;5;3;CO;;;;;;;;;;;4;0;fresh;
1352;;Jimmie;RE;1;5;2;GD;;;;;;;;;;;8;0;fresh;
1353;;Jimmie;UM;3;1;4;GD;;;;;;;;;;;1;0;fresh;
1354;;Jimmie;AK;4;5;3;CO;;;;;;;;;;;0;0;fresh;
1355;;Jimmie;AK;4;5;4;CO;;;;;;;;;;;1;0;fresh;1 black larvea
1356;;Jimmie;RE;1;3;5;CO;;;;;;;;;;;0;1;fresh;
1357;;Jimmie;UM;1;6;5;CO;;;;;;;;;;;4;0;fresh ;
1358;;Jimmie;MA;6;6;2;GD;;;;;;;;;;;4;0;fresh;
1359;;Jimmie;MU;5;4;5;CO;;;;;;;;;;;1;0;fresh;
1360;;Jimmie;AK;1;6;4;GD;;;;;;;;;;;0;0;fresh;
1361;;Jimmie;KA;2;3;5;CO;;;;;;;;;;;1;0;fresh;
1362;;Jimmie;AK;1;6;4;CO;;;;;;;;;;;3;1;fresh;
1363;;Jimmie;UM;3;6;3;CO;;;;;;;;;;;0;1;fresh;
1364;;Jimmie;UM;3;3;3;GD;;;;;;;;;;;2;1;fresh;
1365;;Jimmie;UM;5;6;2;CO;;;;;;;;;;;4;1;brown;
1366;;Jimmie;RE;6;6;3;CO;;;;;;;;;;;0;0;fresh;
1367;;Jimmie;RE;3;5;4;CO;;;;;;;;;;;6;0;fresh;
1368;;Jimmie;MA;7;5;5;GD;;;;;;;;;;;10;0;fresh;3 black larvea
1369;;Jimmie;MU;1;6;2;CO;;;;;;;;;;;0;0;fresh;
1370;;Jimmie;RE;6;6;1;CO;;;;;;;;;;;5;0;fresh;
1371;;Jimmie;RE;3;4;3;CO;;;;;;;;;;;5;0;fresh;
1372;Jimmie;Jimmie;KA;7;5;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1373;Jimmie;Jimmie;MA;7;4;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1374;Jimmie;Jimmie;MU;6;4;4;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1375;Jimmie;Jimmie;RE;3;5;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1376;Jimmie;Jimmie;AK;3;6;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1377;Jimmie;Jimmie;UM;6;3;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh ;dead parent
1378;;Jimmie;MA;4;3;2;GD;;;;;;;;;;;3;0;fresh;
1379;;Jimmie;RE;3;4;5;GD;;;;;;;;;;;4;0;fresh;
1380;;Jimmie;MU;4;5;5;GD;;;;;;;;;;;2;0;fresh;
1381;;Jimmie;MU;6;6;5;GD;;;;;;;;;;;1;0;fresh;
1382;;Jimmie;KA;2;6;4;GD;;;;;;;;;;;0;0;fresh;
1383;;Jimmie;AK;1;1;4;CO;;;;;;;;;;;0;0;fresh;
1384;;Jimmie;UM;1;5;1;GD;;;;;;;;;;;3;1;fresh;1 black larvea
1385;;Jimmie;MA;5;4;4;CO;;;;;;;;;;;0;0;fresh;
1386;;Jimmie;UM;3;3;4;GD;;;;;;;;;;;2;0;fresh;
1387;;Jimmie;MA;6;5;2;CO;;;;;;;;;;;4;0;fresh;
1388;;Jimmie;MU;5;4;3;CO;;;;;;;;;;;0;0;fresh;
1389;;Jimmie;MA;5;6;1;CO;;;;;;;;;;;1;0;fresh;1 black larvea
1390;;Jimmie;KA;2;4;3;CO;;;;;;;;;;;5;0;brown;
1391;;Jimmie;AK;1;4;4;CO;;;;;;;;;;;2;0;brown;1 black larvea
1392;;Jimmie;MA;1;6;1;CO;;;;;;;;;;;2;0;fresh;
1393;;Jimmie;MA;5;6;2;CO;;;;;;;;;;;0;0;fresh;
1394;;Jimmie;UM;1;4;2;GD;;;;;;;;;;;4;1;fresh;
1395;;Jimmie;UM;6;6;5;CO;;;;;;;;;;;1;1;fresh;
1396;;Jimmie;RE;3;4;1;CO;;;;;;;;;;;0;0;fresh;
1397;;Jimmie;RE;6;5;1;CO;;;;;;;;;;;5;0;fresh;
1398;;Jimmie;MA;5;6;5;GD;;;;;;;;;;;0;1;fresh;
1399;;Jimmie;MU;5;4;4;CO;;;;;;;;;;;0;0;fresh;
1400;;Jimmie;MU;1;6;1;CO;;;;;;;;;;;4;1;fresh;
1401;;Jimmie;UM;3;4;4;CO;;;;;;;;;;;0;0;fresh;
1402;;Jimmie;UM;4;4;1;CO;;;;;;;;;;;0;0;fresh;
1403;;Jimmie;UM;3;3;1;GD;;;;;;;;;;;2;0;fresh;
1404;;Jimmie;MA;7;4;3;GD;;;;;;;;;;;2;0;fresh;
1405;;Jimmie;AK;3;6;4;CO;;;;;;;;;;;2;1;fresh;
1406;;Jimmie;MA;7;4;2;GD;;;;;;;;;;;3;2;fresh;
1407;;Jimmie;UM;6;6;1;GD;;;;;;;;;;;1;0;fresh;
1408;;Jimmie;MA;5;4;5;GD;;;;;;;;;;;7;0;fresh;
1409;;Jimmie;RE;4;4;5;CO;;;;;;;;;;;4;0;fresh;
1410;;Jimmie;AK;5;3;2;GD;;;;;;;;;;;0;0;fresh;
1411;;Jimmie;RE;1;5;4;GD;;;;;;;;;;;5;0;fresh;
1412;;Jimmie;KA;1;1;2;CO;;;;;;;;;;;0;0;fresh;
1413;;Jimmie;MA;7;6;1;GD;;;;;;;;;;;2;0;fresh;
1414;;Jimmie;UM;1;5;5;GD;;;;;;;;;;;2;0;fresh;
1415;;Jimmie;RE;1;2;5;CO;;;;;;;;;;;2;0;fresh;
1416;Jimmie;Jimmie;MA;7;4;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1417;Jimmie;Jimmie;MA;7;5;1;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1418;Jimmie;Jimmie;MA;7;6;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1419;Jimmie;Jimmie;MA;1;3;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1420;Jimmie;Jimmie;AK;2;6;3;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1421;Jimmie;Jimmie;RE;6;6;3;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1422;Jimmie;Jimmie;UM;6;3;4;CO;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1423;;Jimmie;MA;6;6;4;CO;;;;;;;;;;;0;0;fresh;
1424;;Jimmie;UM;3;6;5;CO;;;;;;;;;;;5;0;fresh;
1425;;Jimmie;KA;3;1;4;GD;;;;;;;;;;;3;0;fresh;
1426;;Jimmie;AK;3;4;5;GD;;;;;;;;;;;6;0;fresh;
1427;Jimmie;Jimmie;AK;1;2;5;GD;0;0;0;0;0;0;0;0;0;0;0;0;fresh;dead parent
1428;;Jimmie;MA;5;3;5;CO;;;;;;;;;;;1;1;fresh;
1429;;Jimmie;MA;1;6;3;CO;;;;;;;;;;;1;0;fresh;
1430;;Jimmie;MA;4;4;3;GD;;;;;;;;;;;4;1;brown;5 black larvea
